,start_station_name,end_station_name,count
4064,Montgomery St,Glenwood Ave,5
4065,Montgomery St,Grand St,26
4066,Montgomery St,Grant Ave & MLK Dr,1
4067,Montgomery St,Grove St PATH,95
4068,Montgomery St,Hamilton Park,15
4069,Montgomery St,Harborside,24
4070,Montgomery St,Hilltop,14
4071,Montgomery St,Hoboken Ave at Monmouth St,5
4072,Montgomery St,Hoboken Terminal - Hudson St & Hudson Pl,2
4073,Montgomery St,Hoboken Terminal - River St & Hudson Pl,3
4074,Montgomery St,JC Medical Center,12
4075,Montgomery St,Jersey & 3rd,4
4076,Montgomery St,Jersey & 6th St,4
4077,Montgomery St,Lafayette Park,16
4078,Montgomery St,Leonard Gordon Park,6
4079,Montgomery St,Liberty Light Rail,3
4080,Montgomery St,Madison St & 1 St,1
4081,Montgomery St,Mama Johnson Field - 4 St & Jackson St,1
4082,Montgomery St,Manila & 1st,16
4083,Montgomery St,Marin Light Rail,63
4084,Montgomery St,Marshall St & 2 St,2
4085,Montgomery St,McGinley Square,14
4086,Montgomery St,Monmouth and 6th,14
4088,Montgomery St,Morris Canal,12
4089,Montgomery St,Newark Ave,13
4090,Montgomery St,Newport PATH,11
4091,Montgomery St,Newport Pkwy,20
4092,Montgomery St,Paulus Hook,25
4093,Montgomery St,Pershing Field,3
4094,Montgomery St,Riverview Park,5
4095,Montgomery St,South Waterfront Walkway - Sinatra Dr & 1 St,1
4096,Montgomery St,Southwest Park - Jackson St & Observer Hwy,3
4097,Montgomery St,Stevens - River Ter & 6 St,1
4098,Montgomery St,Union St,2
4099,Montgomery St,Van Vorst Park,21
4100,Montgomery St,Warren St,28
4101,Montgomery St,Washington St,13
4102,Montgomery St,York St & Marin Blvd,1
4103,Morris Canal,10 Ave & W 14 St,1
4104,Morris Canal,12 St & Sinatra Dr N,3
4105,Morris Canal,14 St Ferry - 14 St & Shipyard Ln,2
4106,Morris Canal,4 St & Grand St,1
4107,Morris Canal,8 St & Washington St,1
4108,Morris Canal,Adams St & 2 St,1
4109,Morris Canal,Albany St & Greenwich St,1
4110,Morris Canal,Baldwin at Montgomery,3
4111,Morris Canal,Bloomfield St & 15 St,3
4112,Morris Canal,Brunswick & 6th,2
4113,Morris Canal,Brunswick St,12
4114,Morris Canal,City Hall,25
4115,Morris Canal,City Hall - Washington St & 1 St,6
4116,Morris Canal,Clinton St & Newark St,4
4117,Morris Canal,Columbus Dr at Exchange Pl,222
4118,Morris Canal,Columbus Drive,29
4119,Morris Canal,Columbus Park - Clinton St & 9 St,1
4120,Morris Canal,Dey St,2
4121,Morris Canal,Dixon Mills,5
4122,Morris Canal,Essex Light Rail,19
4123,Morris Canal,Fulton St & Broadway,6
4124,Morris Canal,Grand St,43
4125,Morris Canal,Grand St & 14 St,4
4126,Morris Canal,Grove St PATH,55
4127,Morris Canal,Hamilton Park,17
4128,Morris Canal,Harborside,50
4129,Morris Canal,Hilltop,2
4130,Morris Canal,Hoboken Ave at Monmouth St,5
4131,Morris Canal,Hoboken Terminal - Hudson St & Hudson Pl,2
4132,Morris Canal,Hoboken Terminal - River St & Hudson Pl,11
4133,Morris Canal,Hudson St & 4 St,5
4134,Morris Canal,JC Medical Center,8
4135,Morris Canal,Jersey & 3rd,4
4136,Morris Canal,Jersey & 6th St,4
4137,Morris Canal,Journal Square,1
4138,Morris Canal,Lafayette Park,5
4139,Morris Canal,Liberty Light Rail,15
4140,Morris Canal,Lincoln Park,2
4141,Morris Canal,Mama Johnson Field - 4 St & Jackson St,2
4142,Morris Canal,Manila & 1st,5
4143,Morris Canal,Marin Light Rail,27
4144,Morris Canal,McGinley Square,5
4145,Morris Canal,Monmouth and 6th,1
4146,Morris Canal,Montgomery St,7
4148,Morris Canal,Newark Ave,12
4149,Morris Canal,Newport PATH,23
4150,Morris Canal,Newport Pkwy,24
4151,Morris Canal,Oakland Ave,4
4152,Morris Canal,Paulus Hook,87
4153,Morris Canal,Pershing Field,3
4154,Morris Canal,Riverview Park,1
4155,Morris Canal,South Waterfront Walkway - Sinatra Dr & 1 St,8
4156,Morris Canal,Southwest Park - Jackson St & Observer Hwy,1
4157,Morris Canal,Stevens - River Ter & 6 St,1
4158,Morris Canal,Van Vorst Park,27
4159,Morris Canal,Vesey St & Church St,1
4160,Morris Canal,Warren St,32
4161,Morris Canal,Washington St,17
4162,Morris Canal,West Thames St,2
4163,Morris Canal,Willow Ave & 12 St,1
4164,Newark Ave,11 St & Washington St,1
4165,Newark Ave,12 St & Sinatra Dr N,4
4166,Newark Ave,14 St Ferry - 14 St & Shipyard Ln,4
4167,Newark Ave,4 St & Grand St,3
4168,Newark Ave,5 Corners Library,8
4169,Newark Ave,6 St & Grand St,2
4170,Newark Ave,7 St & Monroe St,3
4171,Newark Ave,8 St & Washington St,4
4172,Newark Ave,Adams St & 2 St,6
4173,Newark Ave,Astor Place,7
4174,Newark Ave,Baldwin at Montgomery,47
4175,Newark Ave,Bergen Ave,13
4176,Newark Ave,Bergen Ave & Sip Ave,12
4177,Newark Ave,Bergen Ave & Stegman St,1
4178,Newark Ave,Bloomfield St & 15 St,5
4179,Newark Ave,Brunswick & 6th,57
4180,Newark Ave,Brunswick St,65
4181,Newark Ave,Christ Hospital,24
4182,Newark Ave,Church Sq Park - 5 St & Park Ave,5
4183,Newark Ave,City Hall,25
4184,Newark Ave,City Hall - Washington St & 1 St,12
4185,Newark Ave,Clinton St & 7 St,8
4186,Newark Ave,Clinton St & Newark St,7
4187,Newark Ave,Columbus Dr at Exchange Pl,23
4188,Newark Ave,Columbus Drive,18
4189,Newark Ave,Columbus Park - Clinton St & 9 St,2
4190,Newark Ave,Communipaw & Berry Lane,14
4191,Newark Ave,Dey St,5
4192,Newark Ave,Dixon Mills,26
4193,Newark Ave,Essex Light Rail,26
4194,Newark Ave,Fairmount Ave,5
4195,Newark Ave,Glenwood Ave,2
4196,Newark Ave,Grand St,35
4197,Newark Ave,Grand St & 14 St,7
4198,Newark Ave,Grant Ave & MLK Dr,1
4199,Newark Ave,Grove St PATH,36
4200,Newark Ave,Hamilton Park,84
4201,Newark Ave,Harborside,38
4202,Newark Ave,Heights Elevator,5
4203,Newark Ave,Hilltop,41
4204,Newark Ave,Hoboken Ave at Monmouth St,39
4205,Newark Ave,Hoboken Terminal - Hudson St & Hudson Pl,13
4206,Newark Ave,Hoboken Terminal - River St & Hudson Pl,6
4207,Newark Ave,Hudson St & 4 St,9
4208,Newark Ave,JC Medical Center,31
4209,Newark Ave,Jackson Square,4
4210,Newark Ave,Jersey & 3rd,26
4211,Newark Ave,Jersey & 6th St,41
4212,Newark Ave,Journal Square,7
4213,Newark Ave,Lafayette Park,28
4214,Newark Ave,Leonard Gordon Park,16
4215,Newark Ave,Liberty Light Rail,39
4216,Newark Ave,Lincoln Park,7
4217,Newark Ave,Madison St & 1 St,10
4218,Newark Ave,Mama Johnson Field - 4 St & Jackson St,1
4219,Newark Ave,Manila & 1st,11
4220,Newark Ave,Marin Light Rail,50
4221,Newark Ave,Marshall St & 2 St,5
4222,Newark Ave,McGinley Square,14
4223,Newark Ave,Monmouth and 6th,51
4224,Newark Ave,Montgomery St,15
4225,Newark Ave,Morris Canal,10
4227,Newark Ave,Newport PATH,30
4228,Newark Ave,Newport Pkwy,27
4229,Newark Ave,Oakland Ave,9
4230,Newark Ave,Paulus Hook,15
4231,Newark Ave,Pershing Field,18
4232,Newark Ave,Riverview Park,19
4233,Newark Ave,South Waterfront Walkway - Sinatra Dr & 1 St,4
4234,Newark Ave,Southwest Park - Jackson St & Observer Hwy,13
4235,Newark Ave,Stevens - River Ter & 6 St,2
4236,Newark Ave,Union St,6
4237,Newark Ave,Van Vorst Park,45
4238,Newark Ave,Warren St,28
4239,Newark Ave,Washington St,26
4240,Newark Ave,Willow Ave & 12 St,14
4241,Newark Ave,York St & Marin Blvd,1
4242,Newport PATH,11 St & Washington St,6
4243,Newport PATH,12 St & Sinatra Dr N,6
4244,Newport PATH,14 St Ferry - 14 St & Shipyard Ln,28
4245,Newport PATH,4 St & Grand St,6
4246,Newport PATH,5 Corners Library,5
4247,Newport PATH,6 St & Grand St,4
4248,Newport PATH,7 St & Monroe St,8
4249,Newport PATH,8 St & Washington St,6
4250,Newport PATH,9 St HBLR - Jackson St & 8 St,19
4251,Newport PATH,Adams St & 11 St,4
4252,Newport PATH,Adams St & 2 St,8
4253,Newport PATH,Astor Place,2
4254,Newport PATH,Baldwin at Montgomery,9
4255,Newport PATH,Bergen Ave,6
4256,Newport PATH,Bergen Ave & Sip Ave,12
4257,Newport PATH,Bergen Ave & Stegman St,3
4258,Newport PATH,Bloomfield St & 15 St,10
4259,Newport PATH,Brunswick & 6th,23
4260,Newport PATH,Brunswick St,10
4261,Newport PATH,Christ Hospital,5
4262,Newport PATH,Church Sq Park - 5 St & Park Ave,17
4263,Newport PATH,City Hall,29
4264,Newport PATH,City Hall - Washington St & 1 St,20
4265,Newport PATH,Clinton St & 7 St,10
4266,Newport PATH,Clinton St & Newark St,23
4267,Newport PATH,Columbus Dr at Exchange Pl,76
4268,Newport PATH,Columbus Drive,71
4269,Newport PATH,Columbus Park - Clinton St & 9 St,15
4270,Newport PATH,Communipaw & Berry Lane,4
4271,Newport PATH,Dey St,5
4272,Newport PATH,Dixon Mills,9
4273,Newport PATH,Essex Light Rail,47
4274,Newport PATH,Fairmount Ave,1
4275,Newport PATH,Glenwood Ave,1
4276,Newport PATH,Grand St,70
4277,Newport PATH,Grand St & 14 St,24
4278,Newport PATH,Grove St PATH,66
4279,Newport PATH,Hamilton Park,175
4280,Newport PATH,Harborside,206
4281,Newport PATH,Heights Elevator,10
4282,Newport PATH,Hilltop,9
4283,Newport PATH,Hoboken Ave at Monmouth St,81
4284,Newport PATH,Hoboken Terminal - Hudson St & Hudson Pl,9
4285,Newport PATH,Hoboken Terminal - River St & Hudson Pl,45
4286,Newport PATH,Hudson St & 4 St,36
4287,Newport PATH,JC Medical Center,15
4288,Newport PATH,Jersey & 3rd,31
4289,Newport PATH,Jersey & 6th St,19
4290,Newport PATH,Journal Square,2
4291,Newport PATH,Lafayette Park,6
4292,Newport PATH,Leonard Gordon Park,2
4293,Newport PATH,Liberty Light Rail,14
4294,Newport PATH,Lincoln Park,1
4295,Newport PATH,Madison St & 1 St,19
4296,Newport PATH,Madison St & 10 St,2
4297,Newport PATH,Mama Johnson Field - 4 St & Jackson St,5
4298,Newport PATH,Manila & 1st,37
4299,Newport PATH,Marin Light Rail,52
4300,Newport PATH,Marshall St & 2 St,13
4301,Newport PATH,McGinley Square,3
4302,Newport PATH,Monmouth and 6th,20
4303,Newport PATH,Montgomery St,24
4304,Newport PATH,Morris Canal,30
4305,Newport PATH,Newark Ave,23
4307,Newport PATH,Newport Pkwy,84
4308,Newport PATH,Oakland Ave,6
4309,Newport PATH,Paulus Hook,32
4310,Newport PATH,Pershing Field,5
4311,Newport PATH,Riverview Park,5
4312,Newport PATH,Shop Morgan,1
4313,Newport PATH,South Waterfront Walkway - Sinatra Dr & 1 St,34
4314,Newport PATH,Southwest Park - Jackson St & Observer Hwy,25
4315,Newport PATH,Stevens - River Ter & 6 St,10
4316,Newport PATH,Union St,4
4317,Newport PATH,Van Vorst Park,21
4318,Newport PATH,Warren St,100
4319,Newport PATH,Washington St,103
4320,Newport PATH,Willow Ave & 12 St,6
4321,Newport PATH,York St & Marin Blvd,2
4322,Newport Pkwy,11 St & Washington St,12
4323,Newport Pkwy,12 St & Sinatra Dr N,34
4324,Newport Pkwy,14 St Ferry - 14 St & Shipyard Ln,39
4325,Newport Pkwy,4 St & Grand St,4
4326,Newport Pkwy,5 Corners Library,8
4327,Newport Pkwy,6 St & Grand St,12
4328,Newport Pkwy,7 St & Monroe St,5
4329,Newport Pkwy,8 St & Washington St,17
4330,Newport Pkwy,9 St HBLR - Jackson St & 8 St,15
4331,Newport Pkwy,Adams St & 11 St,7
4332,Newport Pkwy,Adams St & 2 St,9
4333,Newport Pkwy,Baldwin at Montgomery,8
4334,Newport Pkwy,Bergen Ave & Sip Ave,8
4335,Newport Pkwy,Bloomfield St & 15 St,13
4336,Newport Pkwy,Brunswick & 6th,21
4337,Newport Pkwy,Brunswick St,19
4338,Newport Pkwy,Christ Hospital,10
4339,Newport Pkwy,Church Sq Park - 5 St & Park Ave,13
4340,Newport Pkwy,City Hall,49
4341,Newport Pkwy,City Hall - Washington St & 1 St,56
4342,Newport Pkwy,Clinton St & 7 St,3
4343,Newport Pkwy,Clinton St & Newark St,14
4344,Newport Pkwy,Columbus Dr at Exchange Pl,55
4345,Newport Pkwy,Columbus Drive,85
4346,Newport Pkwy,Columbus Park - Clinton St & 9 St,27
4347,Newport Pkwy,Communipaw & Berry Lane,1
4348,Newport Pkwy,Dixon Mills,11
4349,Newport Pkwy,Essex Light Rail,17
4350,Newport Pkwy,Glenwood Ave,6
4351,Newport Pkwy,Grand St,48
4352,Newport Pkwy,Grand St & 14 St,25
4353,Newport Pkwy,Greenwich St & Hubert St,2
4354,Newport Pkwy,Grove St PATH,64
4355,Newport Pkwy,Hamilton Park,39
4356,Newport Pkwy,Harborside,103
4357,Newport Pkwy,Heights Elevator,6
4358,Newport Pkwy,Hilltop,7
4359,Newport Pkwy,Hoboken Ave at Monmouth St,56
4360,Newport Pkwy,Hoboken Terminal - Hudson St & Hudson Pl,21
4361,Newport Pkwy,Hoboken Terminal - River St & Hudson Pl,96
4362,Newport Pkwy,Hudson St & 4 St,66
4363,Newport Pkwy,JC Medical Center,11
4364,Newport Pkwy,Jersey & 3rd,15
4365,Newport Pkwy,Jersey & 6th St,14
4366,Newport Pkwy,Journal Square,5
4367,Newport Pkwy,Lafayette Park,7
4368,Newport Pkwy,Leonard Gordon Park,11
4369,Newport Pkwy,Liberty Light Rail,10
4370,Newport Pkwy,Lincoln Park,2
4371,Newport Pkwy,Madison St & 1 St,22
4372,Newport Pkwy,Madison St & 10 St,5
4373,Newport Pkwy,Mama Johnson Field - 4 St & Jackson St,3
4374,Newport Pkwy,Manila & 1st,52
4375,Newport Pkwy,Marin Light Rail,30
4376,Newport Pkwy,Marshall St & 2 St,13
4377,Newport Pkwy,McGinley Square,2
4378,Newport Pkwy,Monmouth and 6th,4
4379,Newport Pkwy,Montgomery St,17
4380,Newport Pkwy,Morris Canal,18
4381,Newport Pkwy,Newark Ave,27
4382,Newport Pkwy,Newport PATH,105
4384,Newport Pkwy,North Moore St & Greenwich St,2
4385,Newport Pkwy,Oakland Ave,6
4386,Newport Pkwy,Paulus Hook,22
4387,Newport Pkwy,Pershing Field,12
4388,Newport Pkwy,Riverview Park,5
4389,Newport Pkwy,South Waterfront Walkway - Sinatra Dr & 1 St,118
4390,Newport Pkwy,Southwest Park - Jackson St & Observer Hwy,49
4391,Newport Pkwy,Stevens - River Ter & 6 St,17
4392,Newport Pkwy,Union St,5
4393,Newport Pkwy,Van Vorst Park,20
4394,Newport Pkwy,Vesey Pl & River Terrace,1
4395,Newport Pkwy,Warren St,78
4396,Newport Pkwy,Washington St,85
4397,Newport Pkwy,Willow Ave & 12 St,12
4398,Newport Pkwy,York St,1
4399,Newport Pkwy,York St & Marin Blvd,2
4400,Oakland Ave,11 St & Washington St,4
4401,Oakland Ave,12 St & Sinatra Dr N,1
4402,Oakland Ave,14 St Ferry - 14 St & Shipyard Ln,5
4403,Oakland Ave,4 St & Grand St,3
4404,Oakland Ave,5 Corners Library,13
4405,Oakland Ave,6 St & Grand St,4
4406,Oakland Ave,7 St & Monroe St,5
4407,Oakland Ave,8 St & Washington St,3
4408,Oakland Ave,Adams St & 2 St,4
4409,Oakland Ave,Baldwin at Montgomery,1
4410,Oakland Ave,Bergen Ave,1
4411,Oakland Ave,Bergen Ave & Sip Ave,43
4412,Oakland Ave,Bloomfield St & 15 St,3
4413,Oakland Ave,Brunswick & 6th,24
4414,Oakland Ave,Brunswick St,14
4415,Oakland Ave,Central Park North & Adam Clayton Powell Blvd,2
4416,Oakland Ave,Christ Hospital,38
4417,Oakland Ave,Church Sq Park - 5 St & Park Ave,1
4418,Oakland Ave,City Hall,10
4419,Oakland Ave,City Hall - Washington St & 1 St,20
4420,Oakland Ave,Clinton St & 7 St,1
4421,Oakland Ave,Clinton St & Newark St,4
4422,Oakland Ave,Columbus Dr at Exchange Pl,16
4423,Oakland Ave,Columbus Drive,3
4424,Oakland Ave,Columbus Park - Clinton St & 9 St,2
4425,Oakland Ave,Communipaw & Berry Lane,2
4426,Oakland Ave,Dey St,6
4427,Oakland Ave,Dixon Mills,2
4428,Oakland Ave,Essex Light Rail,2
4429,Oakland Ave,Fairmount Ave,1
4430,Oakland Ave,Glenwood Ave,1
4431,Oakland Ave,Grand St,1
4432,Oakland Ave,Grand St & 14 St,6
4433,Oakland Ave,Grove St PATH,10
4434,Oakland Ave,Hamilton Park,12
4435,Oakland Ave,Harborside,4
4436,Oakland Ave,Heights Elevator,7
4437,Oakland Ave,Hilltop,27
4438,Oakland Ave,Hoboken Ave at Monmouth St,40
4439,Oakland Ave,Hoboken Terminal - Hudson St & Hudson Pl,29
4440,Oakland Ave,Hoboken Terminal - River St & Hudson Pl,48
4441,Oakland Ave,Hudson St & 4 St,10
4442,Oakland Ave,JC Medical Center,7
4443,Oakland Ave,Jackson Square,1
4444,Oakland Ave,Jersey & 3rd,3
4445,Oakland Ave,Jersey & 6th St,2
4446,Oakland Ave,Journal Square,78
4447,Oakland Ave,Lafayette Park,2
4448,Oakland Ave,Leonard Gordon Park,11
4449,Oakland Ave,Liberty Light Rail,4
4450,Oakland Ave,Lincoln Park,2
4451,Oakland Ave,Madison St & 1 St,3
4452,Oakland Ave,Madison St & 10 St,2
4453,Oakland Ave,Mama Johnson Field - 4 St & Jackson St,2
4454,Oakland Ave,Manila & 1st,8
4455,Oakland Ave,Marin Light Rail,9
4456,Oakland Ave,Marshall St & 2 St,4
4457,Oakland Ave,McGinley Square,3
4458,Oakland Ave,Monmouth and 6th,4
4459,Oakland Ave,Morris Canal,1
4460,Oakland Ave,Newark Ave,22
4461,Oakland Ave,Newport PATH,17
4462,Oakland Ave,Newport Pkwy,18
4464,Oakland Ave,Paulus Hook,6
4465,Oakland Ave,Pershing Field,43
4466,Oakland Ave,Riverview Park,27
4467,Oakland Ave,South Waterfront Walkway - Sinatra Dr & 1 St,9
4468,Oakland Ave,Southwest Park - Jackson St & Observer Hwy,14
4469,Oakland Ave,Stevens - River Ter & 6 St,10
4470,Oakland Ave,Union St,1
4471,Oakland Ave,Van Vorst Park,3
4472,Oakland Ave,Warren St,20
4473,Oakland Ave,Washington St,5
4474,Oakland Ave,Willow Ave & 12 St,3
4475,Paulus Hook,11 St & Washington St,1
4476,Paulus Hook,12 St & Sinatra Dr N,3
4477,Paulus Hook,14 St Ferry - 14 St & Shipyard Ln,5
4478,Paulus Hook,4 St & Grand St,1
4479,Paulus Hook,5 Corners Library,5
4480,Paulus Hook,6 St & Grand St,1
4481,Paulus Hook,8 St & Washington St,2
4482,Paulus Hook,9 St HBLR - Jackson St & 8 St,1
4483,Paulus Hook,Adams St & 11 St,2
4484,Paulus Hook,Adams St & 2 St,1
4485,Paulus Hook,Astor Place,6
4486,Paulus Hook,Baldwin at Montgomery,2
4487,Paulus Hook,Bergen Ave,3
4488,Paulus Hook,Bergen Ave & Sip Ave,4
4489,Paulus Hook,Bergen Ave & Stegman St,2
4490,Paulus Hook,Bleecker St & Crosby St,1
4491,Paulus Hook,Bloomfield St & 15 St,5
4492,Paulus Hook,Brunswick & 6th,5
4493,Paulus Hook,Brunswick St,9
4494,Paulus Hook,Central Park North & Adam Clayton Powell Blvd,1
4495,Paulus Hook,Christ Hospital,2
4496,Paulus Hook,Church Sq Park - 5 St & Park Ave,1
4497,Paulus Hook,City Hall,31
4498,Paulus Hook,City Hall - Washington St & 1 St,6
4499,Paulus Hook,Clinton St & 7 St,2
4500,Paulus Hook,Clinton St & Newark St,4
4501,Paulus Hook,Columbus Dr at Exchange Pl,17
4502,Paulus Hook,Columbus Drive,37
4503,Paulus Hook,Columbus Park - Clinton St & 9 St,5
4504,Paulus Hook,Communipaw & Berry Lane,16
4505,Paulus Hook,Dey St,1
4506,Paulus Hook,Dixon Mills,7
4507,Paulus Hook,E 2 St & 2 Ave,1
4508,Paulus Hook,E 5 St & Cooper Sq,1
4509,Paulus Hook,Essex Light Rail,22
4510,Paulus Hook,Fairmount Ave,1
4511,Paulus Hook,Fulton St & Broadway,1
4512,Paulus Hook,Glenwood Ave,2
4513,Paulus Hook,Grand St,34
4514,Paulus Hook,Grand St & 14 St,2
4515,Paulus Hook,Grant Ave & MLK Dr,1
4516,Paulus Hook,Great Jones St,1
4517,Paulus Hook,Grove St PATH,42
4518,Paulus Hook,Hamilton Park,25
4519,Paulus Hook,Harborside,50
4520,Paulus Hook,Heights Elevator,1
4521,Paulus Hook,Hilltop,6
4522,Paulus Hook,Hoboken Ave at Monmouth St,3
4523,Paulus Hook,Hoboken Terminal - Hudson St & Hudson Pl,5
4524,Paulus Hook,Hoboken Terminal - River St & Hudson Pl,4
4525,Paulus Hook,Hudson St & 4 St,3
4526,Paulus Hook,JC Medical Center,26
4527,Paulus Hook,Jersey & 3rd,6
4528,Paulus Hook,Jersey & 6th St,14
4529,Paulus Hook,Journal Square,1
4530,Paulus Hook,Lafayette Park,5
4531,Paulus Hook,Lafayette St & Jersey St,6
4532,Paulus Hook,Liberty Light Rail,23
4533,Paulus Hook,Lincoln Park,3
4534,Paulus Hook,Little West St & 1 Pl,1
4535,Paulus Hook,Mama Johnson Field - 4 St & Jackson St,1
4536,Paulus Hook,Manila & 1st,11
4537,Paulus Hook,Marin Light Rail,87
4538,Paulus Hook,Marshall St & 2 St,1
4539,Paulus Hook,McGinley Square,8
4540,Paulus Hook,Mercer St & Spring St,1
4541,Paulus Hook,Monmouth and 6th,17
4542,Paulus Hook,Montgomery St,22
4543,Paulus Hook,Morris Canal,89
4544,Paulus Hook,Mott St & Prince St,1
4545,Paulus Hook,Newark Ave,22
4546,Paulus Hook,Newport PATH,41
4547,Paulus Hook,Newport Pkwy,22
4548,Paulus Hook,Oakland Ave,9
4550,Paulus Hook,Pershing Field,2
4551,Paulus Hook,Riverview Park,1
4552,Paulus Hook,South Waterfront Walkway - Sinatra Dr & 1 St,11
4553,Paulus Hook,Southwest Park - Jackson St & Observer Hwy,1
4554,Paulus Hook,Stevens - River Ter & 6 St,2
4555,Paulus Hook,Union St,4
4556,Paulus Hook,Van Vorst Park,36
4557,Paulus Hook,Vesey Pl & River Terrace,1
4558,Paulus Hook,W 22 St & 10 Ave,1
4559,Paulus Hook,Warren St,33
4560,Paulus Hook,Washington St,56
4561,Paulus Hook,York St & Marin Blvd,5
4562,Pershing Field,12 St & Sinatra Dr N,7
4563,Pershing Field,14 St Ferry - 14 St & Shipyard Ln,4
4564,Pershing Field,4 St & Grand St,11
4565,Pershing Field,5 Corners Library,23
4566,Pershing Field,7 St & Monroe St,1
4567,Pershing Field,8 St & Washington St,4
4568,Pershing Field,9 St HBLR - Jackson St & 8 St,1
4569,Pershing Field,Adams St & 2 St,1
4570,Pershing Field,Astor Place,4
4571,Pershing Field,Baldwin at Montgomery,2
4572,Pershing Field,Bergen Ave,3
4573,Pershing Field,Bergen Ave & Sip Ave,20
4574,Pershing Field,Bergen Ave & Stegman St,1
4575,Pershing Field,Bloomfield St & 15 St,4
4576,Pershing Field,Brunswick & 6th,11
4577,Pershing Field,Brunswick St,11
4578,Pershing Field,Central Park North & Adam Clayton Powell Blvd,1
4579,Pershing Field,Christ Hospital,14
4580,Pershing Field,Church Sq Park - 5 St & Park Ave,9
4581,Pershing Field,City Hall,3
4582,Pershing Field,City Hall - Washington St & 1 St,18
4583,Pershing Field,Clinton St & Newark St,8
4584,Pershing Field,Columbus Dr at Exchange Pl,6
4585,Pershing Field,Columbus Drive,1
4586,Pershing Field,Columbus Park - Clinton St & 9 St,2
4587,Pershing Field,Communipaw & Berry Lane,1
4588,Pershing Field,Dey St,8
4589,Pershing Field,Dixon Mills,7
4590,Pershing Field,Fairmount Ave,6
4591,Pershing Field,Glenwood Ave,2
4592,Pershing Field,Grand St,4
4593,Pershing Field,Grove St PATH,12
4594,Pershing Field,Hamilton Park,15
4595,Pershing Field,Harborside,3
4596,Pershing Field,Heights Elevator,19
4597,Pershing Field,Hilltop,28
4598,Pershing Field,Hoboken Ave at Monmouth St,9
4599,Pershing Field,Hoboken Terminal - Hudson St & Hudson Pl,74
4600,Pershing Field,Hoboken Terminal - River St & Hudson Pl,34
4601,Pershing Field,Hudson St & 4 St,4
4602,Pershing Field,JC Medical Center,4
4603,Pershing Field,Jersey & 3rd,3
4604,Pershing Field,Jersey & 6th St,3
4605,Pershing Field,Journal Square,59
4606,Pershing Field,Lafayette Park,3
4607,Pershing Field,Leonard Gordon Park,28
4608,Pershing Field,Liberty Light Rail,4
4609,Pershing Field,Lincoln Park,4
4610,Pershing Field,Madison St & 1 St,3
4611,Pershing Field,Madison St & 10 St,1
4612,Pershing Field,Manila & 1st,6
4613,Pershing Field,Marin Light Rail,2
4614,Pershing Field,Marshall St & 2 St,6
4615,Pershing Field,McGinley Square,16
4616,Pershing Field,Monmouth and 6th,2
4617,Pershing Field,Montgomery St,2
4618,Pershing Field,Morris Canal,2
4619,Pershing Field,Newark Ave,23
4620,Pershing Field,Newport PATH,7
4621,Pershing Field,Newport Pkwy,8
4622,Pershing Field,Oakland Ave,43
4623,Pershing Field,Paulus Hook,4
4625,Pershing Field,Riverview Park,22
4626,Pershing Field,South Waterfront Walkway - Sinatra Dr & 1 St,36
4627,Pershing Field,Southwest Park - Jackson St & Observer Hwy,9
4628,Pershing Field,Stevens - River Ter & 6 St,16
4629,Pershing Field,Van Vorst Park,7
4630,Pershing Field,Vesey St & Church St,1
4631,Pershing Field,Warren St,3
4632,Pershing Field,Washington St,21
4633,Riverview Park,11 St & Washington St,2
4634,Riverview Park,12 St & Sinatra Dr N,4
4635,Riverview Park,14 St Ferry - 14 St & Shipyard Ln,14
4636,Riverview Park,4 St & Grand St,4
4637,Riverview Park,5 Corners Library,2
4638,Riverview Park,6 St & Grand St,1
4639,Riverview Park,7 St & Monroe St,1
4640,Riverview Park,8 St & Washington St,17
4641,Riverview Park,9 St HBLR - Jackson St & 8 St,6
4642,Riverview Park,Adams St & 2 St,1
4643,Riverview Park,Baldwin at Montgomery,2
4644,Riverview Park,Bergen Ave,2
4645,Riverview Park,Bergen Ave & Sip Ave,3
4646,Riverview Park,Bergen Ave & Stegman St,1
4647,Riverview Park,Bloomfield St & 15 St,9
4648,Riverview Park,Brunswick & 6th,6
4649,Riverview Park,Brunswick St,15
4650,Riverview Park,Christ Hospital,24
4651,Riverview Park,Church Sq Park - 5 St & Park Ave,8
4652,Riverview Park,City Hall,5
4653,Riverview Park,City Hall - Washington St & 1 St,38
4654,Riverview Park,Clinton St & 7 St,3
4655,Riverview Park,Clinton St & Newark St,3
4656,Riverview Park,Columbus Dr at Exchange Pl,2
4657,Riverview Park,Columbus Drive,7
4658,Riverview Park,Columbus Park - Clinton St & 9 St,13
4659,Riverview Park,Communipaw & Berry Lane,2
4660,Riverview Park,Dey St,1
4661,Riverview Park,Dixon Mills,1
4662,Riverview Park,Fairmount Ave,1
4663,Riverview Park,Glenwood Ave,1
4664,Riverview Park,Grand St,1
4665,Riverview Park,Grand St & 14 St,5
4666,Riverview Park,Grove St PATH,12
4667,Riverview Park,Hamilton Park,8
4668,Riverview Park,Harborside,1
4669,Riverview Park,Heights Elevator,30
4670,Riverview Park,Hilltop,10
4671,Riverview Park,Hoboken Ave at Monmouth St,10
4672,Riverview Park,Hoboken Terminal - Hudson St & Hudson Pl,78
4673,Riverview Park,Hoboken Terminal - River St & Hudson Pl,59
4674,Riverview Park,Hudson St & 4 St,20
