,start_station_name,end_station_name,count
1,11 St & Washington St,12 St & Sinatra Dr N,12
2,11 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,35
3,11 St & Washington St,4 St & Grand St,27
4,11 St & Washington St,6 St & Grand St,28
5,11 St & Washington St,7 St & Monroe St,15
6,11 St & Washington St,8 St & Washington St,46
7,11 St & Washington St,9 St HBLR - Jackson St & 8 St,30
8,11 St & Washington St,Adams St & 11 St,18
9,11 St & Washington St,Adams St & 2 St,40
10,11 St & Washington St,Bergen Ave & Sip Ave,2
11,11 St & Washington St,Bloomfield St & 15 St,17
12,11 St & Washington St,Brunswick & 6th,2
13,11 St & Washington St,Brunswick St,1
14,11 St & Washington St,Christ Hospital,1
15,11 St & Washington St,Church Sq Park - 5 St & Park Ave,60
16,11 St & Washington St,City Hall - Washington St & 1 St,116
17,11 St & Washington St,Clinton St & 7 St,10
18,11 St & Washington St,Clinton St & Newark St,43
19,11 St & Washington St,Columbus Dr at Exchange Pl,3
20,11 St & Washington St,Columbus Drive,1
21,11 St & Washington St,Columbus Park - Clinton St & 9 St,34
22,11 St & Washington St,E 51 St & 2 Ave,1
23,11 St & Washington St,Grand St,3
24,11 St & Washington St,Grand St & 14 St,17
25,11 St & Washington St,Grove St PATH,2
26,11 St & Washington St,Hamilton Park,7
27,11 St & Washington St,Harborside,4
28,11 St & Washington St,Heights Elevator,3
29,11 St & Washington St,Hoboken Ave at Monmouth St,21
30,11 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,77
31,11 St & Washington St,Hoboken Terminal - River St & Hudson Pl,120
32,11 St & Washington St,Hudson St & 4 St,70
33,11 St & Washington St,JC Medical Center,3
34,11 St & Washington St,Jersey & 3rd,1
35,11 St & Washington St,Journal Square,1
36,11 St & Washington St,Lafayette Park,3
37,11 St & Washington St,Leonard Gordon Park,1
38,11 St & Washington St,Liberty Light Rail,3
39,11 St & Washington St,Lincoln Park,1
40,11 St & Washington St,Madison St & 1 St,17
41,11 St & Washington St,Madison St & 10 St,43
42,11 St & Washington St,Mama Johnson Field - 4 St & Jackson St,18
43,11 St & Washington St,Marin Light Rail,3
44,11 St & Washington St,Marshall St & 2 St,24
45,11 St & Washington St,Monmouth and 6th,3
46,11 St & Washington St,Montgomery St,5
47,11 St & Washington St,Newark Ave,4
48,11 St & Washington St,Newport PATH,3
49,11 St & Washington St,Newport Pkwy,16
50,11 St & Washington St,Oakland Ave,2
51,11 St & Washington St,Pershing Field,1
52,11 St & Washington St,Riverview Park,3
53,11 St & Washington St,Shop Morgan,1
54,11 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,104
55,11 St & Washington St,Southwest Park - Jackson St & Observer Hwy,22
56,11 St & Washington St,Stevens - River Ter & 6 St,17
57,11 St & Washington St,Van Vorst Park,4
58,11 St & Washington St,Warren St,10
59,11 St & Washington St,Washington St,4
60,11 St & Washington St,Water St &  Fletcher St,2
61,11 St & Washington St,Willow Ave & 12 St,14
62,12 St & Sinatra Dr N,11 St & Washington St,31
64,12 St & Sinatra Dr N,14 St Ferry - 14 St & Shipyard Ln,57
65,12 St & Sinatra Dr N,4 St & Grand St,24
66,12 St & Sinatra Dr N,6 St & Grand St,16
67,12 St & Sinatra Dr N,7 St & Monroe St,18
68,12 St & Sinatra Dr N,8 St & Washington St,80
69,12 St & Sinatra Dr N,9 St HBLR - Jackson St & 8 St,49
70,12 St & Sinatra Dr N,Adams St & 11 St,21
71,12 St & Sinatra Dr N,Adams St & 2 St,20
72,12 St & Sinatra Dr N,Baldwin at Montgomery,2
73,12 St & Sinatra Dr N,Bloomfield St & 15 St,25
74,12 St & Sinatra Dr N,Broadway\t& W 48 St,1
75,12 St & Sinatra Dr N,Brunswick St,1
76,12 St & Sinatra Dr N,Church Sq Park - 5 St & Park Ave,32
77,12 St & Sinatra Dr N,City Hall,2
78,12 St & Sinatra Dr N,City Hall - Washington St & 1 St,69
79,12 St & Sinatra Dr N,Clinton St & 7 St,20
80,12 St & Sinatra Dr N,Clinton St & Newark St,33
81,12 St & Sinatra Dr N,Columbus Dr at Exchange Pl,7
82,12 St & Sinatra Dr N,Columbus Drive,5
83,12 St & Sinatra Dr N,Columbus Park - Clinton St & 9 St,25
84,12 St & Sinatra Dr N,Communipaw & Berry Lane,1
85,12 St & Sinatra Dr N,E 47 St & Park Ave,1
86,12 St & Sinatra Dr N,E 51 St & 2 Ave,1
87,12 St & Sinatra Dr N,Franklin St & W Broadway,2
88,12 St & Sinatra Dr N,Grand St,3
89,12 St & Sinatra Dr N,Grand St & 14 St,23
90,12 St & Sinatra Dr N,Grove St PATH,3
91,12 St & Sinatra Dr N,Hamilton Park,4
92,12 St & Sinatra Dr N,Harborside,11
93,12 St & Sinatra Dr N,Heights Elevator,5
94,12 St & Sinatra Dr N,Hilltop,6
95,12 St & Sinatra Dr N,Hoboken Ave at Monmouth St,19
96,12 St & Sinatra Dr N,Hoboken Terminal - Hudson St & Hudson Pl,51
97,12 St & Sinatra Dr N,Hoboken Terminal - River St & Hudson Pl,196
98,12 St & Sinatra Dr N,Hudson St & 4 St,132
99,12 St & Sinatra Dr N,JC Medical Center,2
100,12 St & Sinatra Dr N,Jersey & 3rd,4
101,12 St & Sinatra Dr N,Jersey & 6th St,1
102,12 St & Sinatra Dr N,Lafayette Park,4
103,12 St & Sinatra Dr N,Liberty Light Rail,1
104,12 St & Sinatra Dr N,Madison St & 1 St,23
105,12 St & Sinatra Dr N,Madison St & 10 St,16
106,12 St & Sinatra Dr N,Mama Johnson Field - 4 St & Jackson St,2
107,12 St & Sinatra Dr N,Marshall St & 2 St,12
108,12 St & Sinatra Dr N,Monmouth and 6th,4
109,12 St & Sinatra Dr N,Morris Canal,7
110,12 St & Sinatra Dr N,Newark Ave,2
111,12 St & Sinatra Dr N,Newport PATH,15
112,12 St & Sinatra Dr N,Newport Pkwy,24
113,12 St & Sinatra Dr N,North Moore St & Greenwich St,1
114,12 St & Sinatra Dr N,Pershing Field,5
115,12 St & Sinatra Dr N,Riverview Park,7
116,12 St & Sinatra Dr N,South Waterfront Walkway - Sinatra Dr & 1 St,449
117,12 St & Sinatra Dr N,Southwest Park - Jackson St & Observer Hwy,17
118,12 St & Sinatra Dr N,Stevens - River Ter & 6 St,16
119,12 St & Sinatra Dr N,Van Vorst Park,3
120,12 St & Sinatra Dr N,W 44 St & 5 Ave,1
121,12 St & Sinatra Dr N,W Broadway & W Houston St,2
122,12 St & Sinatra Dr N,Warren St,26
123,12 St & Sinatra Dr N,Washington St,7
124,12 St & Sinatra Dr N,Willow Ave & 12 St,13
125,12 St & Sinatra Dr N,York St & Marin Blvd,1
126,14 St Ferry - 14 St & Shipyard Ln,11 St & Washington St,46
127,14 St Ferry - 14 St & Shipyard Ln,12 St & Sinatra Dr N,80
129,14 St Ferry - 14 St & Shipyard Ln,2 Ave & E 72 St,1
130,14 St Ferry - 14 St & Shipyard Ln,4 St & Grand St,28
131,14 St Ferry - 14 St & Shipyard Ln,6 St & Grand St,33
132,14 St Ferry - 14 St & Shipyard Ln,7 St & Monroe St,25
133,14 St Ferry - 14 St & Shipyard Ln,8 St & Washington St,99
134,14 St Ferry - 14 St & Shipyard Ln,9 St HBLR - Jackson St & 8 St,60
135,14 St Ferry - 14 St & Shipyard Ln,Adams St & 11 St,36
136,14 St Ferry - 14 St & Shipyard Ln,Adams St & 2 St,26
137,14 St Ferry - 14 St & Shipyard Ln,Baldwin at Montgomery,1
138,14 St Ferry - 14 St & Shipyard Ln,Bloomfield St & 15 St,51
139,14 St Ferry - 14 St & Shipyard Ln,Brunswick & 6th,3
140,14 St Ferry - 14 St & Shipyard Ln,Brunswick St,1
141,14 St Ferry - 14 St & Shipyard Ln,Bus Slip & State St,1
142,14 St Ferry - 14 St & Shipyard Ln,Cabrini Blvd & W 177 St,1
143,14 St Ferry - 14 St & Shipyard Ln,Central Park North & Adam Clayton Powell Blvd,2
144,14 St Ferry - 14 St & Shipyard Ln,Christ Hospital,4
145,14 St Ferry - 14 St & Shipyard Ln,Church Sq Park - 5 St & Park Ave,49
146,14 St Ferry - 14 St & Shipyard Ln,City Hall,2
147,14 St Ferry - 14 St & Shipyard Ln,City Hall - Washington St & 1 St,86
148,14 St Ferry - 14 St & Shipyard Ln,Clinton St & 7 St,28
149,14 St Ferry - 14 St & Shipyard Ln,Clinton St & Newark St,32
150,14 St Ferry - 14 St & Shipyard Ln,Columbus Ave & W 95 St,1
151,14 St Ferry - 14 St & Shipyard Ln,Columbus Dr at Exchange Pl,6
152,14 St Ferry - 14 St & Shipyard Ln,Columbus Drive,4
153,14 St Ferry - 14 St & Shipyard Ln,Columbus Park - Clinton St & 9 St,54
154,14 St Ferry - 14 St & Shipyard Ln,Dixon Mills,2
155,14 St Ferry - 14 St & Shipyard Ln,E 47 St & Park Ave,1
156,14 St Ferry - 14 St & Shipyard Ln,Essex Light Rail,4
157,14 St Ferry - 14 St & Shipyard Ln,Grand St,21
158,14 St Ferry - 14 St & Shipyard Ln,Grand St & 14 St,48
159,14 St Ferry - 14 St & Shipyard Ln,Grove St PATH,8
160,14 St Ferry - 14 St & Shipyard Ln,Hamilton Park,8
161,14 St Ferry - 14 St & Shipyard Ln,Harborside,12
162,14 St Ferry - 14 St & Shipyard Ln,Heights Elevator,7
163,14 St Ferry - 14 St & Shipyard Ln,Hilltop,3
164,14 St Ferry - 14 St & Shipyard Ln,Hoboken Ave at Monmouth St,17
165,14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - Hudson St & Hudson Pl,56
166,14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - River St & Hudson Pl,205
167,14 St Ferry - 14 St & Shipyard Ln,Hudson St & 4 St,148
168,14 St Ferry - 14 St & Shipyard Ln,JC Medical Center,2
169,14 St Ferry - 14 St & Shipyard Ln,Jersey & 6th St,5
170,14 St Ferry - 14 St & Shipyard Ln,Lafayette Park,4
171,14 St Ferry - 14 St & Shipyard Ln,Leonard Gordon Park,1
172,14 St Ferry - 14 St & Shipyard Ln,Madison St & 1 St,26
173,14 St Ferry - 14 St & Shipyard Ln,Madison St & 10 St,48
174,14 St Ferry - 14 St & Shipyard Ln,Mama Johnson Field - 4 St & Jackson St,6
175,14 St Ferry - 14 St & Shipyard Ln,Manila & 1st,3
176,14 St Ferry - 14 St & Shipyard Ln,Marin Light Rail,8
177,14 St Ferry - 14 St & Shipyard Ln,Marshall St & 2 St,15
178,14 St Ferry - 14 St & Shipyard Ln,McGinley Square,2
179,14 St Ferry - 14 St & Shipyard Ln,Monmouth and 6th,3
180,14 St Ferry - 14 St & Shipyard Ln,Morris Canal,3
181,14 St Ferry - 14 St & Shipyard Ln,Newark Ave,6
182,14 St Ferry - 14 St & Shipyard Ln,Newport PATH,18
183,14 St Ferry - 14 St & Shipyard Ln,Newport Pkwy,45
184,14 St Ferry - 14 St & Shipyard Ln,Oakland Ave,5
185,14 St Ferry - 14 St & Shipyard Ln,Paulus Hook,5
186,14 St Ferry - 14 St & Shipyard Ln,Pershing Field,4
187,14 St Ferry - 14 St & Shipyard Ln,Riverview Park,11
188,14 St Ferry - 14 St & Shipyard Ln,South Waterfront Walkway - Sinatra Dr & 1 St,401
189,14 St Ferry - 14 St & Shipyard Ln,Southwest Park - Jackson St & Observer Hwy,15
190,14 St Ferry - 14 St & Shipyard Ln,Stevens - River Ter & 6 St,27
191,14 St Ferry - 14 St & Shipyard Ln,Van Vorst Park,3
192,14 St Ferry - 14 St & Shipyard Ln,Vernon Blvd & 47 Rd,1
193,14 St Ferry - 14 St & Shipyard Ln,W 116 St & Amsterdam Ave,2
194,14 St Ferry - 14 St & Shipyard Ln,W 34 St &\tHudson Blvd E,1
195,14 St Ferry - 14 St & Shipyard Ln,W 52 St & 6 Ave,1
196,14 St Ferry - 14 St & Shipyard Ln,W 59 St & 10 Ave,1
197,14 St Ferry - 14 St & Shipyard Ln,Warren St,13
198,14 St Ferry - 14 St & Shipyard Ln,Washington St,11
199,14 St Ferry - 14 St & Shipyard Ln,Washington St & Laight St,2
200,14 St Ferry - 14 St & Shipyard Ln,Willow Ave & 12 St,34
201,4 St & Grand St,11 St & Washington St,28
202,4 St & Grand St,12 St & Sinatra Dr N,18
203,4 St & Grand St,14 St Ferry - 14 St & Shipyard Ln,35
205,4 St & Grand St,5 Corners Library,2
206,4 St & Grand St,6 St & Grand St,32
207,4 St & Grand St,7 St & Monroe St,11
208,4 St & Grand St,8 St & Washington St,25
209,4 St & Grand St,9 St HBLR - Jackson St & 8 St,12
210,4 St & Grand St,Adams St & 11 St,14
211,4 St & Grand St,Adams St & 2 St,18
212,4 St & Grand St,Baldwin at Montgomery,2
213,4 St & Grand St,Bergen Ave & Sip Ave,3
214,4 St & Grand St,Bloomfield St & 15 St,15
215,4 St & Grand St,Brunswick & 6th,1
216,4 St & Grand St,Brunswick St,4
217,4 St & Grand St,Christ Hospital,8
218,4 St & Grand St,Church Sq Park - 5 St & Park Ave,24
219,4 St & Grand St,City Hall,3
220,4 St & Grand St,City Hall - Washington St & 1 St,84
221,4 St & Grand St,Clinton St & 7 St,32
222,4 St & Grand St,Clinton St & Newark St,39
223,4 St & Grand St,Columbus Dr at Exchange Pl,2
224,4 St & Grand St,Columbus Drive,1
225,4 St & Grand St,Columbus Park - Clinton St & 9 St,47
226,4 St & Grand St,Dey St,2
227,4 St & Grand St,Fairmount Ave,1
228,4 St & Grand St,Grand St,2
229,4 St & Grand St,Grand St & 14 St,42
230,4 St & Grand St,Grove St PATH,8
231,4 St & Grand St,Hamilton Park,5
232,4 St & Grand St,Heights Elevator,9
233,4 St & Grand St,Hilltop,2
234,4 St & Grand St,Hoboken Ave at Monmouth St,12
235,4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,111
236,4 St & Grand St,Hoboken Terminal - River St & Hudson Pl,198
237,4 St & Grand St,Hudson St & 4 St,25
238,4 St & Grand St,JC Medical Center,2
239,4 St & Grand St,Jersey & 6th St,3
240,4 St & Grand St,Journal Square,1
241,4 St & Grand St,Leonard Gordon Park,2
242,4 St & Grand St,Liberty Light Rail,1
243,4 St & Grand St,Madison St & 1 St,11
244,4 St & Grand St,Madison St & 10 St,37
245,4 St & Grand St,Mama Johnson Field - 4 St & Jackson St,10
246,4 St & Grand St,Manila & 1st,4
247,4 St & Grand St,Marin Light Rail,2
248,4 St & Grand St,Marshall St & 2 St,15
249,4 St & Grand St,Monmouth and 6th,4
250,4 St & Grand St,Montgomery St,1
251,4 St & Grand St,Newark Ave,1
252,4 St & Grand St,Newport PATH,10
253,4 St & Grand St,Newport Pkwy,5
254,4 St & Grand St,Oakland Ave,1
255,4 St & Grand St,Pershing Field,4
256,4 St & Grand St,Riverview Park,2
257,4 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,97
258,4 St & Grand St,Southwest Park - Jackson St & Observer Hwy,46
259,4 St & Grand St,Stevens - River Ter & 6 St,23
260,4 St & Grand St,Van Vorst Park,7
261,4 St & Grand St,Warren St,8
262,4 St & Grand St,Washington St,10
263,4 St & Grand St,Willow Ave & 12 St,40
264,5 Corners Library,11 St & Washington St,1
265,5 Corners Library,14 St Ferry - 14 St & Shipyard Ln,2
266,5 Corners Library,4 St & Grand St,1
268,5 Corners Library,6 St & Grand St,1
269,5 Corners Library,7 St & Monroe St,1
270,5 Corners Library,Adams St & 11 St,1
271,5 Corners Library,Adams St & 2 St,1
272,5 Corners Library,Astor Place,1
273,5 Corners Library,Bergen Ave,4
274,5 Corners Library,Bergen Ave & Sip Ave,7
275,5 Corners Library,Bergen Ave & Stegman St,3
276,5 Corners Library,Bloomfield St & 15 St,1
277,5 Corners Library,Brunswick & 6th,3
278,5 Corners Library,Brunswick St,22
279,5 Corners Library,Christ Hospital,13
280,5 Corners Library,Church Sq Park - 5 St & Park Ave,3
281,5 Corners Library,City Hall,1
282,5 Corners Library,City Hall - Washington St & 1 St,2
283,5 Corners Library,Clinton St & Newark St,1
284,5 Corners Library,Columbus Dr at Exchange Pl,6
285,5 Corners Library,Columbus Drive,4
286,5 Corners Library,Dey St,2
287,5 Corners Library,Dixon Mills,1
288,5 Corners Library,Essex Light Rail,2
289,5 Corners Library,Fairmount Ave,1
290,5 Corners Library,Glenwood Ave,2
291,5 Corners Library,Grove St PATH,2
292,5 Corners Library,Hamilton Park,9
293,5 Corners Library,Harborside,4
294,5 Corners Library,Heights Elevator,2
295,5 Corners Library,Hilltop,12
296,5 Corners Library,Hoboken Ave at Monmouth St,3
297,5 Corners Library,Hoboken Terminal - Hudson St & Hudson Pl,1
298,5 Corners Library,Hoboken Terminal - River St & Hudson Pl,1
299,5 Corners Library,Hudson St & 4 St,11
300,5 Corners Library,Jackson Square,1
301,5 Corners Library,Jersey & 3rd,14
302,5 Corners Library,Jersey & 6th St,4
303,5 Corners Library,Journal Square,18
304,5 Corners Library,Lafayette Park,1
305,5 Corners Library,Leonard Gordon Park,16
306,5 Corners Library,Liberty Light Rail,3
307,5 Corners Library,Lincoln Park,6
308,5 Corners Library,Manila & 1st,7
309,5 Corners Library,Marin Light Rail,6
310,5 Corners Library,McGinley Square,7
311,5 Corners Library,Monmouth and 6th,1
312,5 Corners Library,Montgomery St,2
313,5 Corners Library,Morris Canal,2
314,5 Corners Library,Newark Ave,7
315,5 Corners Library,Newport PATH,8
316,5 Corners Library,Newport Pkwy,2
317,5 Corners Library,Oakland Ave,16
318,5 Corners Library,Paulus Hook,1
319,5 Corners Library,Pershing Field,23
320,5 Corners Library,Riverview Park,9
321,5 Corners Library,South Waterfront Walkway - Sinatra Dr & 1 St,1
322,5 Corners Library,Stevens - River Ter & 6 St,3
323,5 Corners Library,Union St,6
324,5 Corners Library,Van Vorst Park,1
325,5 Corners Library,Warren St,2
326,5 Corners Library,Washington St,15
327,5 Corners Library,Willow Ave & 12 St,2
328,6 St & Grand St,11 St & Washington St,15
329,6 St & Grand St,12 St & Sinatra Dr N,22
330,6 St & Grand St,14 St Ferry - 14 St & Shipyard Ln,18
331,6 St & Grand St,4 St & Grand St,32
333,6 St & Grand St,7 St & Monroe St,14
334,6 St & Grand St,8 St & Washington St,15
335,6 St & Grand St,9 St HBLR - Jackson St & 8 St,14
336,6 St & Grand St,Adams St & 11 St,14
337,6 St & Grand St,Adams St & 2 St,12
338,6 St & Grand St,Baldwin at Montgomery,2
339,6 St & Grand St,Bloomfield St & 15 St,19
340,6 St & Grand St,Brunswick & 6th,4
341,6 St & Grand St,Christ Hospital,6
342,6 St & Grand St,Church Sq Park - 5 St & Park Ave,21
343,6 St & Grand St,City Hall,1
344,6 St & Grand St,City Hall - Washington St & 1 St,79
345,6 St & Grand St,Clinton St & 7 St,15
346,6 St & Grand St,Clinton St & Newark St,18
347,6 St & Grand St,Columbus Dr at Exchange Pl,1
348,6 St & Grand St,Columbus Drive,1
349,6 St & Grand St,Columbus Park - Clinton St & 9 St,23
350,6 St & Grand St,Dixon Mills,1
351,6 St & Grand St,Grand St & 14 St,38
352,6 St & Grand St,Grove St PATH,3
353,6 St & Grand St,Hamilton Park,2
354,6 St & Grand St,Harborside,4
355,6 St & Grand St,Heights Elevator,8
356,6 St & Grand St,Hilltop,2
357,6 St & Grand St,Hoboken Ave at Monmouth St,17
358,6 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,102
359,6 St & Grand St,Hoboken Terminal - River St & Hudson Pl,116
360,6 St & Grand St,Hudson St & 4 St,16
361,6 St & Grand St,JC Medical Center,3
362,6 St & Grand St,Jersey & 3rd,1
363,6 St & Grand St,Jersey & 6th St,3
364,6 St & Grand St,Leonard Gordon Park,4
365,6 St & Grand St,Liberty Light Rail,1
366,6 St & Grand St,Madison St & 1 St,16
367,6 St & Grand St,Madison St & 10 St,18
368,6 St & Grand St,Mama Johnson Field - 4 St & Jackson St,3
369,6 St & Grand St,Manila & 1st,4
370,6 St & Grand St,Marshall St & 2 St,14
371,6 St & Grand St,Monmouth and 6th,1
372,6 St & Grand St,Montgomery St,1
373,6 St & Grand St,Newark Ave,4
374,6 St & Grand St,Newport PATH,8
375,6 St & Grand St,Newport Pkwy,15
376,6 St & Grand St,Paulus Hook,1
377,6 St & Grand St,Pershing Field,5
378,6 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,75
379,6 St & Grand St,Southwest Park - Jackson St & Observer Hwy,29
380,6 St & Grand St,Stevens - River Ter & 6 St,18
381,6 St & Grand St,Van Vorst Park,2
382,6 St & Grand St,Warren St,1
383,6 St & Grand St,Washington St,7
384,6 St & Grand St,Willow Ave & 12 St,24
385,7 St & Monroe St,11 St & Washington St,20
386,7 St & Monroe St,12 St & Sinatra Dr N,28
387,7 St & Monroe St,14 St Ferry - 14 St & Shipyard Ln,36
388,7 St & Monroe St,4 St & Grand St,15
389,7 St & Monroe St,5 Corners Library,3
390,7 St & Monroe St,6 St & Grand St,14
392,7 St & Monroe St,8 St & Washington St,65
393,7 St & Monroe St,9 St HBLR - Jackson St & 8 St,20
394,7 St & Monroe St,Adams St & 11 St,10
395,7 St & Monroe St,Adams St & 2 St,26
396,7 St & Monroe St,Baldwin at Montgomery,1
397,7 St & Monroe St,Bloomfield St & 15 St,49
398,7 St & Monroe St,Brunswick & 6th,3
399,7 St & Monroe St,Brunswick St,8
400,7 St & Monroe St,Church Sq Park - 5 St & Park Ave,39
401,7 St & Monroe St,City Hall,2
402,7 St & Monroe St,City Hall - Washington St & 1 St,88
403,7 St & Monroe St,Clinton St & 7 St,39
404,7 St & Monroe St,Clinton St & Newark St,28
405,7 St & Monroe St,Columbus Dr at Exchange Pl,3
406,7 St & Monroe St,Columbus Drive,1
407,7 St & Monroe St,Columbus Park - Clinton St & 9 St,19
408,7 St & Monroe St,Dixon Mills,1
409,7 St & Monroe St,Essex Light Rail,1
410,7 St & Monroe St,Grand St & 14 St,45
411,7 St & Monroe St,Grove St PATH,3
412,7 St & Monroe St,Hamilton Park,8
413,7 St & Monroe St,Harborside,5
414,7 St & Monroe St,Heights Elevator,6
415,7 St & Monroe St,Hilltop,4
416,7 St & Monroe St,Hoboken Ave at Monmouth St,26
417,7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,111
418,7 St & Monroe St,Hoboken Terminal - River St & Hudson Pl,144
419,7 St & Monroe St,Hudson St & 4 St,44
420,7 St & Monroe St,Jersey & 6th St,4
421,7 St & Monroe St,Journal Square,2
422,7 St & Monroe St,Leonard Gordon Park,2
423,7 St & Monroe St,Madison St & 1 St,35
424,7 St & Monroe St,Madison St & 10 St,13
425,7 St & Monroe St,Mama Johnson Field - 4 St & Jackson St,12
426,7 St & Monroe St,Manila & 1st,3
427,7 St & Monroe St,Marin Light Rail,2
428,7 St & Monroe St,Marshall St & 2 St,39
429,7 St & Monroe St,Monmouth and 6th,1
430,7 St & Monroe St,Montgomery St,1
431,7 St & Monroe St,Morris Canal,2
432,7 St & Monroe St,Newark Ave,3
433,7 St & Monroe St,Newport PATH,1
434,7 St & Monroe St,Newport Pkwy,2
435,7 St & Monroe St,Oakland Ave,3
436,7 St & Monroe St,Paulus Hook,1
437,7 St & Monroe St,Riverview Park,5
438,7 St & Monroe St,South Waterfront Walkway - Sinatra Dr & 1 St,99
439,7 St & Monroe St,Southwest Park - Jackson St & Observer Hwy,18
440,7 St & Monroe St,Stevens - River Ter & 6 St,23
441,7 St & Monroe St,Warren St,3
442,7 St & Monroe St,Washington St,4
443,7 St & Monroe St,Willow Ave & 12 St,27
444,8 St & Washington St,11 St & Washington St,40
445,8 St & Washington St,12 St & Sinatra Dr N,76
446,8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,104
447,8 St & Washington St,4 St & Grand St,20
448,8 St & Washington St,6 St & Grand St,12
449,8 St & Washington St,7 St & Monroe St,32
451,8 St & Washington St,9 St HBLR - Jackson St & 8 St,67
452,8 St & Washington St,Adams St & 11 St,31
453,8 St & Washington St,Adams St & 2 St,33
454,8 St & Washington St,Baldwin at Montgomery,1
455,8 St & Washington St,Bloomfield St & 15 St,68
456,8 St & Washington St,Brunswick & 6th,7
457,8 St & Washington St,Brunswick St,1
458,8 St & Washington St,Church Sq Park - 5 St & Park Ave,35
459,8 St & Washington St,City Hall,2
460,8 St & Washington St,City Hall - Washington St & 1 St,154
461,8 St & Washington St,Clinton St & 7 St,60
462,8 St & Washington St,Clinton St & Newark St,44
463,8 St & Washington St,Columbus Drive,3
464,8 St & Washington St,Columbus Park - Clinton St & 9 St,48
465,8 St & Washington St,Dey St,3
466,8 St & Washington St,Dixon Mills,1
467,8 St & Washington St,Grand St,4
468,8 St & Washington St,Grand St & 14 St,36
469,8 St & Washington St,Grove St PATH,2
470,8 St & Washington St,Hamilton Park,4
471,8 St & Washington St,Harborside,3
472,8 St & Washington St,Heights Elevator,12
473,8 St & Washington St,Hilltop,4
474,8 St & Washington St,Hoboken Ave at Monmouth St,29
475,8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,145
476,8 St & Washington St,Hoboken Terminal - River St & Hudson Pl,262
477,8 St & Washington St,Hudson St & 4 St,51
478,8 St & Washington St,JC Medical Center,2
479,8 St & Washington St,Jersey & 3rd,2
480,8 St & Washington St,Jersey & 6th St,3
481,8 St & Washington St,Journal Square,3
482,8 St & Washington St,Lafayette Park,2
483,8 St & Washington St,Leonard Gordon Park,7
484,8 St & Washington St,Liberty Light Rail,1
485,8 St & Washington St,Madison St & 1 St,33
486,8 St & Washington St,Madison St & 10 St,60
487,8 St & Washington St,Mama Johnson Field - 4 St & Jackson St,12
488,8 St & Washington St,Manila & 1st,2
489,8 St & Washington St,Marin Light Rail,8
490,8 St & Washington St,Marshall St & 2 St,18
491,8 St & Washington St,McGinley Square,1
492,8 St & Washington St,Monmouth and 6th,1
493,8 St & Washington St,Montgomery St,2
494,8 St & Washington St,Morris Canal,1
495,8 St & Washington St,Newport PATH,11
496,8 St & Washington St,Newport Pkwy,17
497,8 St & Washington St,Oakland Ave,3
498,8 St & Washington St,Paulus Hook,2
499,8 St & Washington St,Pershing Field,7
500,8 St & Washington St,Riverview Park,11
501,8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,109
502,8 St & Washington St,Southwest Park - Jackson St & Observer Hwy,26
503,8 St & Washington St,Stevens - River Ter & 6 St,5
504,8 St & Washington St,Van Vorst Park,4
505,8 St & Washington St,Vesey Pl & River Terrace,1
506,8 St & Washington St,Warren St,4
507,8 St & Washington St,Washington St,6
508,8 St & Washington St,Willow Ave & 12 St,43
509,9 St HBLR - Jackson St & 8 St,11 St & Washington St,31
510,9 St HBLR - Jackson St & 8 St,12 St & Sinatra Dr N,33
511,9 St HBLR - Jackson St & 8 St,14 St Ferry - 14 St & Shipyard Ln,60
512,9 St HBLR - Jackson St & 8 St,4 St & Grand St,15
513,9 St HBLR - Jackson St & 8 St,5 Corners Library,1
514,9 St HBLR - Jackson St & 8 St,6 St & Grand St,16
515,9 St HBLR - Jackson St & 8 St,7 St & Monroe St,50
516,9 St HBLR - Jackson St & 8 St,8 St & Washington St,58
518,9 St HBLR - Jackson St & 8 St,Adams St & 11 St,20
519,9 St HBLR - Jackson St & 8 St,Adams St & 2 St,12
520,9 St HBLR - Jackson St & 8 St,Bergen Ave & Stegman St,1
521,9 St HBLR - Jackson St & 8 St,Bloomfield St & 15 St,34
522,9 St HBLR - Jackson St & 8 St,Broadway & W 160 St,1
523,9 St HBLR - Jackson St & 8 St,Brunswick & 6th,2
524,9 St HBLR - Jackson St & 8 St,Christ Hospital,1
525,9 St HBLR - Jackson St & 8 St,Church Sq Park - 5 St & Park Ave,67
526,9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,98
527,9 St HBLR - Jackson St & 8 St,Clinton St & 7 St,13
528,9 St HBLR - Jackson St & 8 St,Clinton St & Newark St,24
